CEP_ORIGEM;LAT_ORIGEM;LOG_ORIGEM;CEP_DESTINO;LAT_DESTINO;LOG_DESTINO
74594020;-16,62464;-49,31253;74445190;-16,65211;-49,31761
74594020;-16,62464;-49,31253;74445190;-16,65211;-49,31761
74594020;-16,62464;-49,31253;74445190;-16,65211;-49,31761
74594020;-16,62464;-49,31253;74445190;-16,65211;-49,31761
74594020;-16,62464;-49,31253;74445190;-16,65211;-49,31761
74594020;-16,62464;-49,31253;74445190;-16,65211;-49,31761
74320180;-16,69400;-49,31104;74415420;-16,69134;-49,31524
74030080;-16,67569;-49,25400;74610060;-16,67284;-49,24345
74375650;-16,69309;-49,32441;74530240;-16,68450;-49,29103
74691823;-16,59925;-49,26966;74805180;-16,69423;-49,24041
74394245;-16,73123;-49,40687;74356395;-16,75723;-49,37430
74370820;-16,74937;-49,36932;74420180;-16,67591;-49,31936
74785510;-16,64512;-49,18623;74780250;-16,65300;-49,20107
74491185;-16,66513;-49,41921;74491180;-16,66559;-49,41938
74491185;-16,66513;-49,41921;74491180;-16,66559;-49,41938
74713210;-16,68010;-49,22434;74845090;-16,72538;-49,24108
74655270;-16,65376;-49,25663;74055110;-16,66740;-49,25813
74655270;-16,65376;-49,25663;74055110;-16,66740;-49,25813
74655270;-16,65376;-49,25663;74055110;-16,66740;-49,25813
74655270;-16,65376;-49,25663;74055110;-16,66740;-49,25813
74343200;-16,74058;-49,30599;74055110;-16,66740;-49,25813
74343200;-16,74058;-49,30599;74055110;-16,66740;-49,25813
74343200;-16,74058;-49,30599;74055110;-16,66740;-49,25813
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74766020;-16,67177;-49,18452;74780500;-16,65893;-49,18947
74684047;-16,60178;-49,21205;74255220;-16,71028;-49,29496
74395150;-16,72251;-49,36297;74000000;-16,81463;-49,42526
74825170;-16,72537;-49,25729;74830090;-16,72174;-49,26319
74825170;-16,72537;-49,25729;74830090;-16,72174;-49,26319
74825170;-16,72537;-49,25729;74830090;-16,72174;-49,26319
74825170;-16,72537;-49,25729;74830090;-16,72174;-49,26319
74423250;-16,68531;-49,31386;74423390;-16,68078;-49,31592
74423250;-16,68531;-49,31386;74423390;-16,68078;-49,31592
74423250;-16,68531;-49,31386;74423390;-16,68078;-49,31592
74423250;-16,68531;-49,31386;74423390;-16,68078;-49,31592
74423250;-16,68531;-49,31386;74423390;-16,68078;-49,31592
74367630;-16,70740;-49,33010;74375230;-16,69920;-49,32532
74367630;-16,70740;-49,33010;74375230;-16,69920;-49,32532
74367630;-16,70740;-49,33010;74375230;-16,69920;-49,32532
74367630;-16,70740;-49,33010;74375230;-16,69920;-49,32532
74367630;-16,70740;-49,33010;74375230;-16,69920;-49,32532
74367630;-16,70740;-49,33010;74375230;-16,69920;-49,32532
74367630;-16,70740;-49,33010;74375230;-16,69920;-49,32532
74367630;-16,70740;-49,33010;74375230;-16,69920;-49,32532
74367630;-16,70740;-49,33010;74375230;-16,69920;-49,32532
74367630;-16,70740;-49,33010;74375230;-16,69920;-49,32532
74367630;-16,70740;-49,33010;74375230;-16,69920;-49,32532
74367630;-16,70740;-49,33010;74375230;-16,69920;-49,32532
74367630;-16,70740;-49,33010;74375230;-16,69920;-49,32532
74367630;-16,70740;-49,33010;74375230;-16,69920;-49,32532
74055110;-16,66740;-49,25813;74013020;-16,67798;-49,25898
74565006;-16,64312;-49,27706;74660410;-16,64461;-49,26228
74710060;-16,67817;-49,22143;74810030;-16,70626;-49,24411
74710060;-16,67817;-49,22143;74810030;-16,70626;-49,24411
74710060;-16,67817;-49,22143;74810030;-16,70626;-49,24411
74710060;-16,67817;-49,22143;74810030;-16,70626;-49,24411
74710060;-16,67817;-49,22143;74810030;-16,70626;-49,24411
74710060;-16,67817;-49,22143;74810030;-16,70626;-49,24411
74045090;-16,66726;-49,26522;74810100;-16,71088;-49,24312
74045090;-16,66726;-49,26522;74810100;-16,71088;-49,24312
74045090;-16,66726;-49,26522;74810100;-16,71088;-49,24312
74045090;-16,66726;-49,26522;74810100;-16,71088;-49,24312
74330520;-16,73074;-49,30943;74445190;-16,65211;-49,31761
74330520;-16,73074;-49,30943;74445190;-16,65211;-49,31761
74330520;-16,73074;-49,30943;74445190;-16,65211;-49,31761
74330520;-16,73074;-49,30943;74445190;-16,65211;-49,31761
74474009;-16,62964;-49,33658;74580150;-16,65309;-49,29976
74474009;-16,62964;-49,33658;74580150;-16,65309;-49,29976
74474009;-16,62964;-49,33658;74580150;-16,65309;-49,29976
74474009;-16,62964;-49,33658;74580150;-16,65309;-49,29976
74474009;-16,62964;-49,33658;74580150;-16,65309;-49,29976
74474009;-16,62964;-49,33658;74580150;-16,65309;-49,29976
74474009;-16,62964;-49,33658;74580150;-16,65309;-49,29976
74474009;-16,62964;-49,33658;74580150;-16,65309;-49,29976
74474009;-16,62964;-49,33658;74580150;-16,65309;-49,29976
74474009;-16,62964;-49,33658;74580150;-16,65309;-49,29976
74474009;-16,62964;-49,33658;74580150;-16,65309;-49,29976
74474009;-16,62964;-49,33658;74580150;-16,65309;-49,29976
74474009;-16,62964;-49,33658;74580150;-16,65309;-49,29976
74435110;-16,66489;-49,30883;74435115;-16,66417;-49,31084
74713165;-16,68066;-49,22908;74215170;-16,70663;-49,27231
74650030;-16,65683;-49,24513;74653230;-16,65691;-49,24768
74215130;-16,70218;-49,26876;74230120;-16,71808;-49,26976
74215130;-16,70218;-49,26876;74230120;-16,71808;-49,26976
74495595;-16,67932;-49,39187;74520070;-16,67276;-49,29719
74495595;-16,67932;-49,39187;74520070;-16,67276;-49,29719
74495595;-16,67932;-49,39187;74520070;-16,67276;-49,29719
74371094;-16,73074;-49,35423;74440140;-16,66044;-49,30825
74713020;-16,67742;-49,22796;74020010;-16,67355;-49,26372
74713020;-16,67742;-49,22796;74020010;-16,67355;-49,26372
74713020;-16,67742;-49,22796;74020010;-16,67355;-49,26372
74713020;-16,67742;-49,22796;74020010;-16,67355;-49,26372
74713020;-16,67742;-49,22796;74020010;-16,67355;-49,26372
74713020;-16,67742;-49,22796;74020010;-16,67355;-49,26372
74655150;-16,65240;-49,25382;74660090;-16,64751;-49,26005
74655150;-16,65240;-49,25382;74660090;-16,64751;-49,26005
74655150;-16,65240;-49,25382;74660090;-16,64751;-49,26005
74655150;-16,65240;-49,25382;74660090;-16,64751;-49,26005
74655150;-16,65240;-49,25382;74660090;-16,64751;-49,26005
74655150;-16,65240;-49,25382;74660090;-16,64751;-49,26005
74655150;-16,65240;-49,25382;74660090;-16,64751;-49,26005
74655150;-16,65240;-49,25382;74660090;-16,64751;-49,26005
74655150;-16,65240;-49,25382;74660090;-16,64751;-49,26005
74655150;-16,65240;-49,25382;74660090;-16,64751;-49,26005
74655150;-16,65240;-49,25382;74660090;-16,64751;-49,26005
74655150;-16,65240;-49,25382;74660090;-16,64751;-49,26005
74403110;-16,68081;-49,30217;74415015;-16,69177;-49,31747
74680160;-16,62133;-49,19928;74055110;-16,66740;-49,25813
74680160;-16,62133;-49,19928;74055110;-16,66740;-49,25813
74650100;-16,65469;-49,24418;74043010;-16,67728;-49,26535
74650100;-16,65469;-49,24418;74043010;-16,67728;-49,26535
74650100;-16,65469;-49,24418;74043010;-16,67728;-49,26535
74650100;-16,65469;-49,24418;74043010;-16,67728;-49,26535
74711010;-16,67422;-49,22855;74083150;-16,68537;-49,25017
74343530;-16,73951;-49,29299;74367635;-16,71012;-49,33158
74580380;-16,65053;-49,29907;74080400;-16,68902;-49,25593
74580380;-16,65053;-49,29907;74080400;-16,68902;-49,25593
74580380;-16,65053;-49,29907;74080400;-16,68902;-49,25593
74580380;-16,65053;-49,29907;74080400;-16,68902;-49,25593
74580380;-16,65053;-49,29907;74080400;-16,68902;-49,25593
74580380;-16,65053;-49,29907;74080400;-16,68902;-49,25593
74580380;-16,65053;-49,29907;74080400;-16,68902;-49,25593
74580380;-16,65053;-49,29907;74080400;-16,68902;-49,25593
74580380;-16,65053;-49,29907;74080400;-16,68902;-49,25593
74353400;-16,74926;-49,32632;74360050;-16,73425;-49,32070
74353270;-16,74603;-49,32609;74340480;-16,72742;-49,30671
74353270;-16,74603;-49,32609;74340480;-16,72742;-49,30671
74353270;-16,74603;-49,32609;74340480;-16,72742;-49,30671
74353270;-16,74603;-49,32609;74340480;-16,72742;-49,30671
74353270;-16,74603;-49,32609;74340480;-16,72742;-49,30671
74475748;-16,59991;-49,31764;74465100;-16,65012;-49,33028
74475314;-16,59765;-49,32117;74043010;-16,67728;-49,26535
74475314;-16,59765;-49,32117;74043010;-16,67728;-49,26535
74475314;-16,59765;-49,32117;74043010;-16,67728;-49,26535
74475314;-16,59765;-49,32117;74043010;-16,67728;-49,26535
74475314;-16,59765;-49,32117;74043010;-16,67728;-49,26535
74495490;-16,67561;-49,39160;74255320;-16,70535;-49,29412
74843440;-16,73968;-49,29207;74810200;-16,70616;-49,24395
74325060;-16,70613;-49,31708;74884900;-16,70300;-49,22721
74730540;-16,68813;-49,21364;74884900;-16,70300;-49,22721
74325060;-16,70613;-49,31708;74884900;-16,70300;-49,22721
74280130;-16,71874;-49,27268;74884900;-16,70300;-49,22721
74855260;-16,72597;-49,22420;74884900;-16,70300;-49,22721
74110090;-16,68805;-49,26867;74884900;-16,70300;-49,22721
74840200;-16,73698;-49,27241;74810250;-16,69744;-49,24286
74843440;-16,73968;-49,29207;74884900;-16,70300;-49,22721
74843440;-16,73968;-49,29207;74840500;-16,73359;-49,28563
74843440;-16,73968;-49,29207;74884900;-16,70300;-49,22721
74730150;-16,69266;-49,21329;74730280;-16,68864;-49,20959
74843440;-16,73968;-49,29207;74810200;-16,70616;-49,24395
74843440;-16,73968;-49,29207;74810200;-16,70616;-49,24395
74823450;-16,72104;-49,26171;74823380;-16,71824;-49,25961
74835560;-16,72885;-49,28555;74835440;-16,73528;-49,28430
74823450;-16,72104;-49,26171;74823380;-16,71824;-49,25961
74740160;-16,69176;-49,20562;74690900;-16,61139;-49,26831
74823450;-16,72104;-49,26171;74823380;-16,71824;-49,25961
74843440;-16,73968;-49,29207;74810200;-16,70616;-49,24395
74853070;-16,73228;-49,24408;74810220;-16,70331;-49,24257
74280210;-16,71772;-49,27288;74605020;-16,68275;-49,24685
74893020;-16,75154;-49,20557;74055070;-16,66696;-49,25682
74884574;-16,70816;-49,21827;74823410;-16,71942;-49,25882
74230010;-16,71908;-49,27624;74884900;-16,70300;-49,22721
74730540;-16,68813;-49,21364;74884900;-16,70300;-49,22721
74673340;-16,64907;-49,22954;74673240;-16,64995;-49,23363
74886075;-16,72587;-49,20318;74815780;-16,71672;-49,23728
74483380;-16,69344;-49,35920;74610010;-16,67337;-49,24985
74843100;-16,73711;-49,28405;74860260;-16,73446;-49,22517
74845490;-16,72666;-49,24657;74815780;-16,71672;-49,23728
74150100;-16,69477;-49,26912;74030090;-16,67924;-49,25428
74830110;-16,72660;-49,26053;74805480;-16,70320;-49,23320
74350740;-16,75004;-49,31810;74330035;-16,70479;-49,31003
74115040;-16,68654;-49,26452;74805100;-16,69908;-49,24458
74713420;-16,68366;-49,22828;74683330;-16,61251;-49,21972
74210200;-16,69719;-49,27914;74093210;-16,69778;-49,26010
74393390;-16,72226;-49,37332;74140130;-16,69093;-49,27445
74884660;-16,72235;-49,18520;74055110;-16,66740;-49,25813
74810240;-16,70424;-49,24063;74030060;-16,67885;-49,25283
74685770;-16,61571;-49,25655;74085010;-16,69772;-49,25233
74356230;-16,75132;-49,37634;74353250;-16,74892;-49,33238
74855260;-16,72597;-49,22420;74884900;-16,70300;-49,22721
74855260;-16,72597;-49,22420;74070040;-16,67702;-49,27145
74810230;-16,70265;-49,24177;74805350;-16,69423;-49,23960
74810100;-16,71088;-49,24312;74543360;-16,67405;-49,28169
74681450;-16,62140;-49,19765;74884900;-16,70300;-49,22721
74845660;-16,71595;-49,24204;74884900;-16,70300;-49,22721
74823030;-16,71051;-49,25853;74055110;-16,66740;-49,25813
74740550;-16,69517;-49,20814;74805100;-16,69908;-49,24458
74650100;-16,65469;-49,24418;74605070;-16,68070;-49,24776
74354240;-16,76010;-49,34800;74805100;-16,69908;-49,24458
74690191;-16,59638;-49,26164;74003010;-16,68195;-49,25860
74680520;-16,61821;-49,20009;74015080;-16,68118;-49,26352
74423420;-16,68601;-49,31766;74805100;-16,69908;-49,24458
74680020;-16,61774;-49,18945;74075040;-16,67690;-49,27340
74595223;-16,62607;-49,29657;74805100;-16,69908;-49,24458
74765410;-16,66640;-49,19251;74805100;-16,69908;-49,24458
74620230;-16,66865;-49,22400;74430350;-16,67172;-49,30433
74125030;-16,67882;-49,27902;74805100;-16,69908;-49,24458
74230120;-16,71808;-49,26976;74093020;-16,70178;-49,25346
74210105;-16,68879;-49,28651;74215005;-16,70638;-49,29003
74230120;-16,71808;-49,26976;74013020;-16,67798;-49,25898
74650400;-16,65835;-49,24001;74063370;-16,65933;-49,25767
74477067;-16,59450;-49,34853;74115030;-16,68945;-49,26775
74643090;-16,67142;-49,24817;74650300;-16,65704;-49,24763
74355439;-16,79150;-49,35710;74350030;-16,74681;-49,32355
74643040;-16,67078;-49,24713;74605070;-16,68070;-49,24776
74584120;-16,64358;-49,29443;74055140;-16,67073;-49,26124
74075300;-16,67076;-49,27446;74815465;-16,71330;-49,24091
74367635;-16,71012;-49,33158;74690900;-16,61139;-49,26831
74275020;-16,71904;-49,28519;74605020;-16,68275;-49,24685
74353200;-16,74986;-49,33417;74815465;-16,71330;-49,24091
74303080;-16,69953;-49,30832;74815780;-16,71672;-49,23728
74150070;-16,69268;-49,26952;74115090;-16,68558;-49,26986
74280220;-16,71850;-49,27214;74605070;-16,68070;-49,24776
74883015;-16,70148;-49,22327;74180110;-16,70376;-49,26067
74370488;-16,73369;-49,33799;74805100;-16,69908;-49,24458
74275120;-16,72039;-49,28264;74884900;-16,70300;-49,22721
74890766;-16,75470;-49,19861;74805180;-16,69423;-49,24041
74363690;-16,72177;-49,32364;74180100;-16,70394;-49,26113
74770580;-16,66420;-49,19638;74767010;-16,66855;-49,19273
74665490;-16,63694;-49,25293;74805100;-16,69908;-49,24458
74674130;-16,64119;-49,22220;74675340;-16,61700;-49,21367
74464010;-16,65778;-49,35986;74820090;-16,71524;-49,25202
74770110;-16,65962;-49,18246;74020030;-16,67414;-49,26313
74674025;-16,64074;-49,22115;74015080;-16,68118;-49,26352
74610230;-16,67798;-49,23940;74525050;-16,67600;-49,29252
74045150;-16,66959;-49,26512;74884900;-16,70300;-49,22721
74674025;-16,64074;-49,22115;74672839;-16,63311;-49,21702
74070160;-16,67063;-49,27177;74605070;-16,68070;-49,24776
74885370;-16,73523;-49,20579;74210060;-16,70702;-49,28765
74823410;-16,71942;-49,25882;74884900;-16,70300;-49,22721
74591054;-16,61644;-49,28591;74681225;-16,62291;-49,20518
74583303;-16,62918;-49,30730;74070170;-16,67088;-49,26711
74673020;-16,65038;-49,23745;74170100;-16,69736;-49,26136
74843140;-16,73497;-49,28804;74370520;-16,73429;-49,33899
74333015;-16,71577;-49,30480;74255240;-16,70848;-49,29508
74160010;-16,70880;-49,26502;74110090;-16,68805;-49,26867
74786006;-16,65578;-49,18671;74780440;-16,65862;-49,19487
74255110;-16,72432;-49,29472;74450080;-16,66043;-49,32271
74674080;-16,64631;-49,22845;74680210;-16,61744;-49,19943
74583110;-16,63683;-49,29715;74513040;-16,67601;-49,29579
74477155;-16,59269;-49,34016;74175110;-16,70660;-49,26368
74885750;-16,72886;-49,19797;74130011;-16,68731;-49,27808
74470550;-16,63506;-49,36388;74603010;-16,68745;-49,24225
74786400;-16,64033;-49,18090;74705130;-16,67653;-49,22262
74655350;-16,64973;-49,25083;74884900;-16,70300;-49,22721
74371435;-16,73638;-49,34925;74210108;-16,68817;-49,28880
74740090;-16,68910;-49,20526;74884900;-16,70300;-49,22721
74280240;-16,71635;-49,27405;74810030;-16,70626;-49,24411
74645210;-16,67101;-49,24076;74610060;-16,67284;-49,24345
74150030;-16,69787;-49,27088;74533030;-16,68714;-49,28144
74345230;-16,74405;-49,30127;74610060;-16,67284;-49,24345
74786400;-16,64033;-49,18090;74735190;-16,68531;-49,20869
74884650;-16,71515;-49,18168;74180180;-16,70311;-49,25704
74692255;-16,59440;-49,25445;74685745;-16,61612;-49,25762
74367640;-16,71033;-49,32993;74150230;-16,69569;-49,26676
74663170;-16,62968;-49,25259;74815780;-16,71672;-49,23728
74305100;-16,69756;-49,30428;74640010;-16,66569;-49,24664
74523470;-16,66147;-49,29333;74055100;-16,67002;-49,25968
74110090;-16,68805;-49,26867;74884900;-16,70300;-49,22721
74080020;-16,68432;-49,25758;74120030;-16,68809;-49,26952
74330110;-16,71678;-49,31179;74270020;-16,70282;-49,28609
74115070;-16,68506;-49,27729;74110090;-16,68805;-49,26867
74473821;-16,60962;-49,31725;74481250;-16,60147;-49,33959
74083090;-16,68310;-49,25467;74075090;-16,67574;-49,26748
74120050;-16,68879;-49,26879;74120090;-16,68824;-49,26071
74180070;-16,70341;-49,25629;74690900;-16,61139;-49,26831
74140020;-16,69149;-49,27123;74650020;-16,65680;-49,24454
74860130;-16,73554;-49,22777;74645010;-16,67063;-49,25260
74483612;-16,68729;-49,34393;74805480;-16,70320;-49,23320
74270230;-16,70764;-49,28458;74430190;-16,67179;-49,30590
74310110;-16,70583;-49,30082;74003010;-16,68195;-49,25860
74110100;-16,69090;-49,27078;74115040;-16,68654;-49,26452
74083380;-16,68661;-49,24972;74493140;-16,66561;-49,39160
74255060;-16,72560;-49,29548;74640090;-16,66659;-49,24418
74674220;-16,64450;-49,23484;74690900;-16,61139;-49,26831
74530010;-16,68633;-49,28914;74605070;-16,68070;-49,24776
74672660;-16,63914;-49,23703;74430180;-16,67332;-49,30640
74280160;-16,71881;-49,27705;74482070;-16,61325;-49,36387
74369004;-16,74790;-49,35146;74853040;-16,73239;-49,24522
74325060;-16,70613;-49,31708;74884900;-16,70300;-49,22721
74530400;-16,68450;-49,29168;74530020;-16,68708;-49,29332
74855170;-16,72628;-49,22771;74805180;-16,69423;-49,24041
74810220;-16,70331;-49,24257;74884900;-16,70300;-49,22721
74460790;-16,66563;-49,35320;74805480;-16,70320;-49,23320
74890260;-16,74440;-49,19651;74884900;-16,70300;-49,22721
74215220;-16,70261;-49,27596;74130011;-16,68731;-49,27808
74735130;-16,68480;-49,20610;74884900;-16,70300;-49,22721
74674025;-16,64074;-49,22115;74775015;-16,65364;-49,21259
74563355;-16,65501;-49,27546;74884900;-16,70300;-49,22721
74515010;-16,67294;-49,29633;74805100;-16,69908;-49,24458
74810240;-16,70424;-49,24063;74015080;-16,68118;-49,26352
74075100;-16,67323;-49,26701;74070150;-16,67052;-49,27339
74093030;-16,69481;-49,25226;74610130;-16,68145;-49,24257
74369410;-16,73911;-49,33872;74884900;-16,70300;-49,22721
74275150;-16,72301;-49,28118;74210124;-16,68806;-49,29041
74370625;-16,72973;-49,34137;74435120;-16,66576;-49,30653
74675700;-16,62341;-49,22679;74120110;-16,69001;-49,27191
74484706;-16,70613;-49,37399;74265020;-16,69520;-49,28864
74310350;-16,70907;-49,30076;74810180;-16,70755;-49,23638
74563355;-16,65501;-49,27546;74043050;-16,67969;-49,26441
74563355;-16,65501;-49,27546;74830130;-16,72825;-49,26318
74543300;-16,67433;-49,28186;74360370;-16,73300;-49,32128
74663310;-16,63129;-49,24778;74605090;-16,67625;-49,24846
74835105;-16,72091;-49,26584;74690900;-16,61139;-49,26831
74367630;-16,70740;-49,33010;74093250;-16,69759;-49,25752
74672620;-16,63824;-49,23610;74605020;-16,68275;-49,24685
74740090;-16,68910;-49,20526;74255320;-16,70535;-49,29412
74740090;-16,68910;-49,20526;74215220;-16,70261;-49,27596
74310210;-16,70374;-49,30066;74535060;-16,67659;-49,28432
74573010;-16,64163;-49,28516;74594006;-16,62525;-49,28352
74290140;-16,70841;-49,27842;74445190;-16,65211;-49,31761
74670430;-16,64755;-49,25126;74425030;-16,68421;-49,31042
74835440;-16,73528;-49,28430;74030060;-16,67885;-49,25283
74369112;-16,75407;-49,34536;74810100;-16,71088;-49,24312
74343240;-16,73699;-49,29639;74130011;-16,68731;-49,27808
74610090;-16,67661;-49,24060;74003010;-16,68195;-49,25860
74343240;-16,73699;-49,29639;74280290;-16,72193;-49,27414
74343240;-16,73699;-49,29639;74255140;-16,72111;-49,29233
74843050;-16,73595;-49,28510;74365440;-16,72088;-49,31819
74369030;-16,74319;-49,34370;74430060;-16,66976;-49,30625
74573120;-16,63981;-49,27971;74255220;-16,71028;-49,29496
74884620;-16,71666;-49,18626;74120110;-16,69001;-49,27191
74683490;-16,61575;-49,22199;74083060;-16,69233;-49,25969
74280090;-16,72126;-49,27404;74675710;-16,62452;-49,22706
74275220;-16,72239;-49,27726;74093250;-16,69759;-49,25752
74140040;-16,68924;-49,27242;74805100;-16,69908;-49,24458
74494845;-16,69206;-49,38664;74369069;-16,75552;-49,34945
74477203;-16,59064;-49,37499;74080010;-16,69052;-49,26215
74140040;-16,68924;-49,27242;74323100;-16,70667;-49,31535
74370677;-16,72293;-49,34412;74445260;-16,65566;-49,31608
74371485;-16,72996;-49,34562;74170100;-16,69736;-49,26136
74870390;-16,72898;-49,21669;74375520;-16,69260;-49,32384
74371300;-16,72929;-49,36343;74070060;-16,67343;-49,27059
74366098;-16,71457;-49,32320;74223060;-16,70831;-49,27228
74425382;-16,67858;-49,31586;74650300;-16,65704;-49,24763
74030060;-16,67885;-49,25283;74080445;-16,68552;-49,25671
74610260;-16,67918;-49,23692;74605070;-16,68070;-49,24776
74863110;-16,73575;-49,22946;74884900;-16,70300;-49,22721
74843640;-16,74443;-49,28691;74850290;-16,72058;-49,24138
74320260;-16,69528;-49,31461;74405010;-16,68091;-49,30006
74255190;-16,71133;-49,28921;74884900;-16,70300;-49,22721
74180015;-16,70207;-49,25310;74085420;-16,69526;-49,24868
74823430;-16,72079;-49,26322;74690900;-16,61139;-49,26831
74313650;-16,70799;-49,30244;74140130;-16,69093;-49,27445
74715240;-16,69295;-49,22596;74603110;-16,68609;-49,24540
74275060;-16,71494;-49,29403;74223010;-16,71889;-49,26449
74691886;-16,60129;-49,27134;74590510;-16,62404;-49,28446
74085325;-16,70227;-49,25247;74815780;-16,71672;-49,23728
74367635;-16,71012;-49,33158;74255500;-16,72303;-49,28807
74180081;-16,70424;-49,25590;74603060;-16,68778;-49,24259
74486045;-16,68076;-49,33296;74223230;-16,70568;-49,27080
74280130;-16,71874;-49,27268;74884900;-16,70300;-49,22721
74394240;-16,73197;-49,40914;74605120;-16,68625;-49,24971
74085150;-16,69295;-49,24745;74884900;-16,70300;-49,22721
74463280;-16,64994;-49,33032;74690100;-16,60929;-49,24196
74367635;-16,71012;-49,33158;74115040;-16,68654;-49,26452
74823040;-16,71216;-49,25852;74605020;-16,68275;-49,24685
74473760;-16,63190;-49,32452;74080060;-16,68289;-49,25901
74465290;-16,64937;-49,32852;74665510;-16,63475;-49,26524
74045020;-16,67076;-49,26361;74013010;-16,67895;-49,25770
74394415;-16,72680;-49,40392;74845090;-16,72538;-49,24108
74375500;-16,69313;-49,32891;74075110;-16,67288;-49,26699
74483612;-16,68729;-49,34393;74230015;-16,71562;-49,27602
74810200;-16,70616;-49,24395;74843440;-16,73968;-49,29207
74591053;-16,61662;-49,28620;74605020;-16,68275;-49,24685
74055200;-16,66975;-49,25734;74305440;-16,69487;-49,29708
74125115;-16,68877;-49,26589;74560370;-16,66226;-49,27239
74345020;-16,74643;-49,30337;74865445;-16,71468;-49,22142
74675620;-16,62379;-49,22676;74515020;-16,67411;-49,29622
74356044;-16,79393;-49,37808;74055110;-16,66740;-49,25813
74645010;-16,67063;-49,25260;74083090;-16,68310;-49,25467
74390669;-16,72112;-49,37761;74810100;-16,71088;-49,24312
74830040;-16,72750;-49,26043;74430030;-16,66992;-49,31069
74815715;-16,71400;-49,23928;74805100;-16,69908;-49,24458
74885578;-16,73690;-49,20969;74055110;-16,66740;-49,25813
74650100;-16,65469;-49,24418;74605020;-16,68275;-49,24685
74343240;-16,73699;-49,29639;74140080;-16,69067;-49,27466
74477600;-16,60840;-49,37386;74425030;-16,68421;-49,31042
74565280;-16,64260;-49,26850;74445190;-16,65211;-49,31761
74640100;-16,66670;-49,24353;74093280;-16,69674;-49,25562
74354025;-16,75122;-49,33671;74080060;-16,68289;-49,25901
74085370;-16,69689;-49,24864;74690900;-16,61139;-49,26831
74843440;-16,73968;-49,29207;74884900;-16,70300;-49,22721
74675230;-16,62429;-49,21158;74423250;-16,68531;-49,31386
74610240;-16,68204;-49,24076;74610155;-16,68207;-49,23846
74496070;-16,65393;-49,38348;74485812;-16,64671;-49,39781
74673060;-16,65052;-49,22777;74690900;-16,61139;-49,26831
74356526;-16,79879;-49,36619;74371580;-16,73283;-49,35239
74140035;-16,69131;-49,27653;74215170;-16,70663;-49,27231
74620270;-16,66617;-49,22011;74605020;-16,68275;-49,24685
74594140;-16,62517;-49,30466;74140020;-16,69149;-49,27123
74475045;-16,60636;-49,32636;74430010;-16,67444;-49,30248
74310220;-16,70780;-49,29776;74210250;-16,69211;-49,27843
74495310;-16,68386;-49,38044;74475115;-16,62948;-49,32823
74370622;-16,72684;-49,34142;74130015;-16,67972;-49,26324
74325060;-16,70613;-49,31708;74884900;-16,70300;-49,22721
74210150;-16,69166;-49,28372;74805100;-16,69908;-49,24458
74140050;-16,69151;-49,27199;74535520;-16,67646;-49,28577
74635030;-16,66378;-49,24068;74645210;-16,67101;-49,24076
74643040;-16,67078;-49,24713;74180090;-16,70408;-49,26197
74391610;-16,70066;-49,34164;74270020;-16,70282;-49,28609
74375360;-16,70211;-49,32265;74425240;-16,67762;-49,31114
74815705;-16,71491;-49,23947;74672500;-16,63511;-49,23320
74491715;-16,68094;-49,43972;74683500;-16,61442;-49,22398
74533120;-16,68541;-49,28469;74610240;-16,68204;-49,24076
74884534;-16,70851;-49,21316;74810180;-16,70755;-49,23638
74125170;-16,69174;-49,27763;74610200;-16,67409;-49,23770
74120020;-16,68900;-49,26890;74210050;-16,70305;-49,28135
