CEP_ORIGEM;LAT_ORIGEM;LOG_ORIGEM;CEP_DESTINO;LAT_DESTINO;LOG_DESTINO;POINT_ORIGEM;INTERSECCAO_ORIGEM;AREA_ORIGEM;POINT_DESTINO;INTERSECCAO_DESTINO;AREA_DESTINO
74691745;-16,59075;-49,27111;74605160;-16,68117;-49,24858;c(-49.27111, -16.59075);342;196;c(-49.24858, -16.68117);288;7
74825080;-16,71829;-49,25623;74620035;-16,67043;-49,23166;c(-49.25623, -16.71829);266;44;c(-49.23166, -16.67043);259;80
74343170;-16,73840;-49,30578;74230120;-16,71808;-49,26976;c(-49.30578, -16.7384);160;103;c(-49.26976, -16.71808);272;48
74353230;-16,74922;-49,33484;74371440;-16,73599;-49,34372;c(-49.33484, -16.74922);158;106;c(-49.34372, -16.73599);124;163
74805200;-16,69483;-49,24107;74805100;-16,69908;-49,24458;c(-49.24107, -16.69483);323;34;c(-49.24458, -16.69908);322;36
74394000;-16,73205;-49,37923;74573260;-16,63519;-49,28269;c(-49.37923, -16.73205);132;164B;c(-49.28269, -16.63519);235;139
74485030;-16,68832;-49,33316;74110010;-16,67891;-49,27938;c(-49.33316, -16.68832);173;168;c(-49.27938, -16.67891);81;63
74735370;-16,68664;-49,20341;74130011;-16,68731;-49,27808;c(-49.20341, -16.68664);252;89;c(-49.27808, -16.68731);83;51
74550060;-16,66882;-49,28727;74690600;-16,60058;-49,25519;c(-49.28727, -16.66882);80;65;c(-49.25519, -16.60058);348;195
74270220;-16,70770;-49,28524;74820300;-16,71320;-49,25556;c(-49.28524, -16.7077);183;54;c(-49.25556, -16.7132);242;42
74353525;-16,74224;-49,33204;74120110;-16,69001;-49,27191;c(-49.33204, -16.74224);158;106;c(-49.27191, -16.69001);305;16
74645210;-16,67101;-49,24076;74805480;-16,70320;-49,23320;c(-49.24076, -16.67101);294;32;c(-49.2332, -16.7032);322;36
74645010;-16,67063;-49,25260;74610010;-16,67337;-49,24985;c(-49.2526, -16.67063);300;24;c(-49.24985, -16.67337);287;30
74575160;-16,64749;-49,28799;74433020;-16,66713;-49,31499;c(-49.28799, -16.64749);85;138;c(-49.31499, -16.66713);170;125
74785500;-16,64532;-49,18562;74063320;-16,66122;-49,25717;c(-49.18562, -16.64532);234;154B;c(-49.25717, -16.66122);312;27B
74890380;-16,74545;-49,19957;74083050;-16,68457;-49,25134;c(-49.19957, -16.74545);330;96A;c(-49.25134, -16.68457);290;8
74663520;-16,64171;-49,25595;74690900;-16,61139;-49,26831;c(-49.25595, -16.64171);233;143B;c(-49.26831, -16.61139);349;193A
74356042;-16,79351;-49,37880;74643010;-16,67221;-49,24993;c(-49.3788, -16.79351);13;158A;c(-49.24993, -16.67221);293;29
74110090;-16,68805;-49,26867;74810180;-16,70755;-49,23638;c(-49.26867, -16.68805);305;16;c(-49.23638, -16.70755);322;36
74085200;-16,69022;-49,24993;74810180;-16,70755;-49,23638;c(-49.24993, -16.69022);283;10;c(-49.23638, -16.70755);322;36
74325120;-16,70880;-49,31252;74810180;-16,70755;-49,23638;c(-49.31252, -16.7088);131;113;c(-49.23638, -16.70755);322;36
74491714;-16,68096;-49,43909;74463350;-16,65222;-49,34142;c(-49.43909, -16.68096);108;212;c(-49.34142, -16.65222);109;180A
74610130;-16,68145;-49,24257;74093140;-16,69571;-49,25820;c(-49.24257, -16.68145);289;33;c(-49.2582, -16.69571);302;12
74075140;-16,67150;-49,26686;74605020;-16,68275;-49,24685;c(-49.26686, -16.6715);314;22;c(-49.24685, -16.68275);289;33
74343490;-16,73277;-49,30043;74650300;-16,65704;-49,24763;c(-49.30043, -16.73277);160;103;c(-49.24763, -16.65704);286;77
74474398;-16,59949;-49,30426;74675020;-16,62812;-49,22578;c(-49.30426, -16.59949);211;188B;c(-49.22578, -16.62812);337;146
74393420;-16,72477;-49,37325;74055110;-16,66740;-49,25813;c(-49.37325, -16.72477);132;164B;c(-49.25813, -16.6674);300;24
74369205;-16,74355;-49,34271;74075030;-16,67814;-49,27306;c(-49.34271, -16.74355);151;160A;c(-49.27306, -16.67814);316;21
74665555;-16,62067;-49,25441;74605050;-16,67621;-49,24730;c(-49.25441, -16.62067);345;147;c(-49.2473, -16.67621);295;31
74375490;-16,69197;-49,33580;74430360;-16,67378;-49,31480;c(-49.3358, -16.69197);173;168;c(-49.3148, -16.67378);175;124
74140040;-16,68924;-49,27242;74003010;-16,68195;-49,25860;c(-49.27242, -16.68924);305;16;c(-49.2586, -16.68195);310;9
74683660;-16,60973;-49,21745;74675830;-16,62567;-49,22551;c(-49.21745, -16.60973);339;148B;c(-49.22551, -16.62567);341;149C
74477331;-16,58467;-49,33845;74477326;-16,58524;-49,33845;c(-49.33845, -16.58467);198;186;c(-49.33845, -16.58524);198;186
74865110;-16,72446;-49,22036;74805100;-16,69908;-49,24458;c(-49.22036, -16.72446);244;93A;c(-49.24458, -16.69908);322;36
74475711;-16,59016;-49,32200;74481290;-16,59867;-49,32770;c(-49.322, -16.59016);199;188A;c(-49.3277, -16.59867);209;187
74485030;-16,68832;-49,33316;74450190;-16,65656;-49,32723;c(-49.33316, -16.68832);173;168;c(-49.32723, -16.65656);164;132
74673010;-16,65193;-49,24084;74673020;-16,65038;-49,23745;c(-49.24084, -16.65193);286;77;c(-49.23745, -16.65038);227;145A
74781180;-16,65015;-49,20153;74780350;-16,65363;-49,20079;c(-49.20153, -16.65015);236;152;c(-49.20079, -16.65363);239;154A
74477059;-16,60043;-49,35233;74210124;-16,68806;-49,29041;c(-49.35233, -16.60043);202;198A;c(-49.29041, -16.68806);184;61
74367640;-16,71033;-49,32993;74367635;-16,71012;-49,33158;c(-49.32993, -16.71033);138;161A;c(-49.33158, -16.71012);138;161A
74672430;-16,63299;-49,23115;74884900;-16,70300;-49,22721;c(-49.23115, -16.63299);354;144C;c(-49.22721, -16.703);325;90C
74450030;-16,66326;-49,32098;74884900;-16,70300;-49,22721;c(-49.32098, -16.66326);164;132;c(-49.22721, -16.703);325;90C
74840090;-16,73865;-49,28498;74840030;-16,73158;-49,27181;c(-49.28498, -16.73865);70;101;c(-49.27181, -16.73158);71;98
74573394;-16,63599;-49,29236;74884900;-16,70300;-49,22721;c(-49.29236, -16.63599);84;136B;c(-49.22721, -16.703);325;90C
74715400;-16,69281;-49,22903;74810100;-16,71088;-49,24312;c(-49.22903, -16.69281);251;88;c(-49.24312, -16.71088);246;38
74345175;-16,74347;-49,30419;74110030;-16,68026;-49,27224;c(-49.30419, -16.74347);152;102;c(-49.27224, -16.68026);299;18
74665555;-16,62067;-49,25441;74823390;-16,72072;-49,26300;c(-49.25441, -16.62067);345;147;c(-49.263, -16.72072);276;47
74323100;-16,70667;-49,31535;74340480;-16,72742;-49,30671;c(-49.31535, -16.70667);131;113;c(-49.30671, -16.72742);161;109
74565006;-16,64312;-49,27706;74523410;-16,66290;-49,29429;c(-49.27706, -16.64312);235;139;c(-49.29429, -16.6629);188;67
74495590;-16,67911;-49,39129;74430030;-16,66992;-49,31069;c(-49.39129, -16.67911);147;172A;c(-49.31069, -16.66992);170;125
74555325;-16,65646;-49,28083;74477036;-16,60523;-49,34923;c(-49.28083, -16.65646);92;71;c(-49.34923, -16.60523);202;198A
74590450;-16,61478;-49,30173;74115040;-16,68654;-49,26452;c(-49.30173, -16.61478);74;191;c(-49.26452, -16.68654);305;16
74480380;-16,62175;-49,34281;74513040;-16,67601;-49,29579;c(-49.34281, -16.62175);212;183;c(-49.29579, -16.67601);167;64
74685220;-16,61927;-49,25359;74665510;-16,63475;-49,26524;c(-49.25359, -16.61927);345;147;c(-49.26524, -16.63475);350;142
74023010;-16,67793;-49,26371;74455225;-16,67110;-49,31993;c(-49.26371, -16.67793);298;3;c(-49.31993, -16.6711);139;173
74354280;-16,76360;-49,35032;74354150;-16,75881;-49,34492;c(-49.35032, -16.7636);13;158A;c(-49.34492, -16.75881);128;159
74477311;-16,58188;-49,33849;74480430;-16,61625;-49,34363;c(-49.33849, -16.58188);198;186;c(-49.34363, -16.61625);200;184
74333210;-16,71554;-49,30198;74335040;-16,72385;-49,30435;c(-49.30198, -16.71554);130;111;c(-49.30435, -16.72385);162;110
74593140;-16,62132;-49,29428;74003010;-16,68195;-49,25860;c(-49.29428, -16.62132);74;191;c(-49.2586, -16.68195);310;9
74474018;-16,63172;-49,33374;74425290;-16,67673;-49,31085;c(-49.33374, -16.63172);212;183;c(-49.31085, -16.67673);175;124
74475346;-16,60264;-49,30763;74120080;-16,68867;-49,26367;c(-49.30763, -16.60264);211;188B;c(-49.26367, -16.68867);305;16
74705110;-16,66810;-49,21893;74605110;-16,67487;-49,24793;c(-49.21893, -16.6681);263;84;c(-49.24793, -16.67487);287;30
74356060;-16,79647;-49,37454;74140110;-16,69037;-49,27547;c(-49.37454, -16.79647);48;208B;c(-49.27547, -16.69037);305;16
74493730;-16,65971;-49,39697;74013040;-16,67748;-49,26144;c(-49.39697, -16.65971);148;177;c(-49.26144, -16.67748);298;3
74333210;-16,71554;-49,30198;74620230;-16,66865;-49,22400;c(-49.30198, -16.71554);130;111;c(-49.224, -16.66865);262;83
74394810;-16,73701;-49,37894;74085580;-16,69889;-49,25192;c(-49.37894, -16.73701);132;164B;c(-49.25192, -16.69889);281;11
74230030;-16,72004;-49,26780;74085010;-16,69772;-49,25233;c(-49.2678, -16.72004);272;48;c(-49.25233, -16.69772);281;11
74450490;-16,66378;-49,32581;74175050;-16,70280;-49,26384;c(-49.32581, -16.66378);168;174;c(-49.26384, -16.7028);309;13
74565070;-16,64411;-49,27473;74463350;-16,65222;-49,34142;c(-49.27473, -16.64411);235;139;c(-49.34142, -16.65222);109;180A
74670070;-16,63654;-49,24096;74680710;-16,61394;-49,21526;c(-49.24096, -16.63654);357;144A;c(-49.21526, -16.61394);339;148B
74255240;-16,70848;-49,29508;74690900;-16,61139;-49,26831;c(-49.29508, -16.70848);183;54;c(-49.26831, -16.61139);349;193A
74477006;-16,60701;-49,34997;74593585;-16,62919;-49,28459;c(-49.34997, -16.60701);202;198A;c(-49.28459, -16.62919);75;192
74180040;-16,70186;-49,26387;74884900;-16,70300;-49,22721;c(-49.26387, -16.70186);309;13;c(-49.22721, -16.703);325;90C
74120130;-16,69127;-49,27301;74030090;-16,67924;-49,25428;c(-49.27301, -16.69127);305;16;c(-49.25428, -16.67924);296;6
74477050;-16,59939;-49,34433;74140160;-16,69190;-49,27245;c(-49.34433, -16.59939);197;185;c(-49.27245, -16.6919);305;16
74845760;-16,71638;-49,24377;74030020;-16,67829;-49,25108;c(-49.24377, -16.71638);280;39;c(-49.25108, -16.67829);296;6
74643070;-16,67107;-49,24750;74884120;-16,69770;-49,22740;c(-49.2475, -16.67107);293;29;c(-49.2274, -16.6977);255;90A
74543220;-16,67248;-49,27800;74120130;-16,69127;-49,27301;c(-49.278, -16.67248);90;69;c(-49.27301, -16.69127);305;16
74460790;-16,66563;-49,35320;74475115;-16,62948;-49,32823;c(-49.3532, -16.66563);137;176A;c(-49.32823, -16.62948);212;183
74330110;-16,71678;-49,31179;74083300;-16,69016;-49,25721;c(-49.31179, -16.71678);131;113;c(-49.25721, -16.69016);310;9
74223052;-16,71892;-49,26559;74230257;-16,68542;-49,28987;c(-49.26559, -16.71892);272;48;c(-49.28987, -16.68542);184;61
74333020;-16,71616;-49,30630;74835070;-16,72362;-49,26905;c(-49.3063, -16.71616);130;111;c(-49.26905, -16.72362);274;97
74453200;-16,66521;-49,33329;74125160;-16,68787;-49,27586;c(-49.33329, -16.66521);179;175;c(-49.27586, -16.68787);308;19
74463600;-16,65435;-49,34644;74423020;-16,68622;-49,31110;c(-49.34644, -16.65435);141;179;c(-49.3111, -16.68622);174;119
74485720;-16,64860;-49,38789;74463330;-16,65323;-49,33024;c(-49.38789, -16.6486);116;178;c(-49.33024, -16.65323);164;132
74591053;-16,61662;-49,28620;74543100;-16,67461;-49,28422;c(-49.2862, -16.61662);74;191;c(-49.28422, -16.67461);81;63
74650130;-16,65500;-49,24610;74810240;-16,70424;-49,24063;c(-49.2461, -16.655);286;77;c(-49.24063, -16.70424);322;36
74815470;-16,71263;-49,24314;74810180;-16,70755;-49,23638;c(-49.24314, -16.71263);246;38;c(-49.23638, -16.70755);322;36
74815700;-16,71561;-49,24017;74855340;-16,72757;-49,23115;c(-49.24017, -16.71561);246;38;c(-49.23115, -16.72757);278;92B
74491612;-16,67672;-49,44120;74405010;-16,68091;-49,30006;c(-49.4412, -16.67672);108;212;c(-49.30006, -16.68091);169;122
74470521;-16,62975;-49,36518;74375660;-16,69680;-49,33345;c(-49.36518, -16.62975);207;181C;c(-49.33345, -16.6968);178;167A
74481150;-16,61243;-49,33527;74503100;-16,67399;-49,29739;c(-49.33527, -16.61243);209;187;c(-49.29739, -16.67399);190;126B
74085430;-16,69356;-49,24922;74115050;-16,68774;-49,27749;c(-49.24922, -16.69356);281;11;c(-49.27749, -16.68774);308;19
74543040;-16,67568;-49,27868;74835130;-16,72248;-49,26643;c(-49.27868, -16.67568);90;69;c(-49.26643, -16.72248);274;97
74210050;-16,70305;-49,28135;74055100;-16,67002;-49,25968;c(-49.28135, -16.70305);87;53;c(-49.25968, -16.67002);300;24
74345210;-16,74717;-49,30077;74884900;-16,70300;-49,22721;c(-49.30077, -16.74717);68;223A;c(-49.22721, -16.703);325;90C
74310010;-16,70531;-49,30138;74170110;-16,69720;-49,26139;c(-49.30138, -16.70531);125;112;c(-49.26139, -16.6972);303;14
74115080;-16,68422;-49,26895;74215017;-16,68740;-49,29077;c(-49.26895, -16.68422);304;17;c(-49.29077, -16.6874);184;61
74480650;-16,61572;-49,34094;74672350;-16,63455;-49,23591;c(-49.34094, -16.61572);200;184;c(-49.23591, -16.63455);228;144B
74360390;-16,73200;-49,31503;74805180;-16,69423;-49,24041;c(-49.31503, -16.732);154;107;c(-49.24041, -16.69423);323;34
74820110;-16,71135;-49,25397;74115060;-16,68769;-49,27693;c(-49.25397, -16.71135);242;42;c(-49.27693, -16.68769);308;19
74495596;-16,68063;-49,39078;74672250;-16,63089;-49,23697;c(-49.39078, -16.68063);147;172A;c(-49.23697, -16.63089);357;144A
74110100;-16,69090;-49,27078;74110020;-16,67925;-49,27016;c(-49.27078, -16.6909);305;16;c(-49.27016, -16.67925);299;18
74843050;-16,73595;-49,28510;74370030;-16,72504;-49,33380;c(-49.2851, -16.73595);76;100;c(-49.3338, -16.72504);151;160A
74565000;-16,64201;-49,27930;74605050;-16,67621;-49,24730;c(-49.2793, -16.64201);85;138;c(-49.2473, -16.67621);295;31
74477228;-16,59044;-49,37930;74810100;-16,71088;-49,24312;c(-49.3793, -16.59044);204;198B;c(-49.24312, -16.71088);246;38
74356475;-16,80314;-49,36475;74605020;-16,68275;-49,24685;c(-49.36475, -16.80314);47;208A;c(-49.24685, -16.68275);289;33
74740240;-16,69223;-49,20801;74805310;-16,70622;-49,24223;c(-49.20801, -16.69223);252;89;c(-49.24223, -16.70622);322;36
74595255;-16,63118;-49,28970;74595273;-16,63136;-49,28570;c(-49.2897, -16.63118);74;191;c(-49.2857, -16.63136);74;191
74805350;-16,69423;-49,23960;74083350;-16,68917;-49,24999;c(-49.2396, -16.69423);323;34;c(-49.24999, -16.68917);283;10
74655220;-16,65127;-49,25722;74810030;-16,70626;-49,24411;c(-49.25722, -16.65127);232;75;c(-49.24411, -16.70626);282;40
74785490;-16,64551;-49,18504;74884900;-16,70300;-49,22721;c(-49.18504, -16.64551);234;154B;c(-49.22721, -16.703);325;90C
74820010;-16,72631;-49,25865;74215170;-16,70663;-49,27231;c(-49.25865, -16.72631);266;44;c(-49.27231, -16.70663);306;50
74513030;-16,67556;-49,29522;74884900;-16,70300;-49,22721;c(-49.29522, -16.67556);167;64;c(-49.22721, -16.703);325;90C
74843170;-16,73633;-49,29034;74255320;-16,70535;-49,29412;c(-49.29034, -16.73633);76;100;c(-49.29412, -16.70535);183;54
74583710;-16,63833;-49,30248;74375400;-16,70171;-49,33494;c(-49.30248, -16.63833);84;136B;c(-49.33494, -16.70171);176;161B
74330540;-16,73020;-49,30966;74474326;-16,60635;-49,31530;c(-49.30966, -16.7302);161;109;c(-49.3153, -16.60635);211;188B
74584120;-16,64358;-49,29443;74584060;-16,64137;-49,29387;c(-49.29443, -16.64358);84;136B;c(-49.29387, -16.64137);84;136B
74473440;-16,62502;-49,32122;74884900;-16,70300;-49,22721;c(-49.32122, -16.62502);208;190;c(-49.22721, -16.703);325;90C
74805350;-16,69423;-49,23960;74083350;-16,68917;-49,24999;c(-49.2396, -16.69423);323;34;c(-49.24999, -16.68917);283;10
74180020;-16,70316;-49,25619;74835210;-16,72356;-49,27183;c(-49.25619, -16.70316);309;13;c(-49.27183, -16.72356);274;97
74843050;-16,73595;-49,28510;74835090;-16,72297;-49,26728;c(-49.2851, -16.73595);76;100;c(-49.26728, -16.72297);274;97
74890810;-16,75692;-49,19968;74070010;-16,67082;-49,27546;c(-49.19968, -16.75692);10;2142B;c(-49.27546, -16.67082);316;21
74555480;-16,66002;-49,28805;74030090;-16,67924;-49,25428;c(-49.28805, -16.66002);189;70;c(-49.25428, -16.67924);296;6
74650090;-16,65366;-49,24359;74853070;-16,73228;-49,24408;c(-49.24359, -16.65366);286;77;c(-49.24408, -16.73228);268;45
74493206;-16,65937;-49,37857;74150030;-16,69787;-49,27088;c(-49.37857, -16.65937);148;177;c(-49.27088, -16.69787);306;50
74463600;-16,65435;-49,34644;74043010;-16,67728;-49,26535;c(-49.34644, -16.65435);141;179;c(-49.26535, -16.67728);298;3
74375500;-16,69313;-49,32891;74823430;-16,72079;-49,26322;c(-49.32891, -16.69313);177;167B;c(-49.26322, -16.72079);276;47
74610240;-16,68204;-49,24076;74343010;-16,74291;-49,30773;c(-49.24076, -16.68204);289;33;c(-49.30773, -16.74291);157;104
74650360;-16,65672;-49,23793;74730180;-16,69128;-49,21229;c(-49.23793, -16.65672);286;77;c(-49.21229, -16.69128);252;89
74630250;-16,66350;-49,23108;74010030;-16,67624;-49,25695;c(-49.23108, -16.6635);326;79;c(-49.25695, -16.67624);297;2
74635100;-16,66028;-49,24113;74470534;-16,63217;-49,35805;c(-49.24113, -16.66028);327;78;c(-49.35805, -16.63217);207;181C
74810170;-16,70410;-49,23679;74840020;-16,73078;-49,27175;c(-49.23679, -16.7041);322;36;c(-49.27175, -16.73078);71;98
74650250;-16,65724;-49,24565;74210150;-16,69166;-49,28372;c(-49.24565, -16.65724);286;77;c(-49.28372, -16.69166);83;51
74690650;-16,60445;-49,25424;74884900;-16,70300;-49,22721;c(-49.25424, -16.60445);348;195;c(-49.22721, -16.703);325;90C
74645190;-16,66725;-49,24986;74884549;-16,71017;-49,21997;c(-49.24986, -16.66725);293;29;c(-49.21997, -16.71017);258;90B
74115050;-16,68774;-49,27749;74425030;-16,68421;-49,31042;c(-49.27749, -16.68774);308;19;c(-49.31042, -16.68421);182;120
74893650;-16,74214;-49,20352;74845090;-16,72538;-49,24108;c(-49.20352, -16.74214);328;95;c(-49.24108, -16.72538);280;39
74354606;-16,75518;-49,35263;74375400;-16,70171;-49,33494;c(-49.35263, -16.75518);128;159;c(-49.33494, -16.70171);176;161B
74693090;-16,55513;-49,27796;74693045;-16,54978;-49,27315;c(-49.27796, -16.55513);78;201;c(-49.27315, -16.54978);78;201
74325140;-16,70895;-49,31445;74510040;-16,67272;-49,29414;c(-49.31445, -16.70895);131;113;c(-49.29414, -16.67272);167;64
74563160;-16,65219;-49,26562;74115060;-16,68769;-49,27693;c(-49.26562, -16.65219);230;74;c(-49.27693, -16.68769);308;19
74766040;-16,67097;-49,18325;74860270;-16,73649;-49,22551;c(-49.18325, -16.67097);332;156;c(-49.22551, -16.73649);248;94B
74825150;-16,72307;-49,25527;74305180;-16,69590;-49,30252;c(-49.25527, -16.72307);266;44;c(-49.30252, -16.6959);181;115
74815700;-16,71561;-49,24017;74885844;-16,72670;-49,21035;c(-49.24017, -16.71561);246;38;c(-49.21035, -16.7267);243;93B
74250280;-16,72418;-49,29188;74843555;-16,74613;-49,30296;c(-49.29188, -16.72418);163;60;c(-49.30296, -16.74613);152;102
74594108;-16,62617;-49,30847;74355466;-16,79613;-49,35830;c(-49.30847, -16.62617);208;190;c(-49.3583, -16.79613);47;208A
74684325;-16,59379;-49,20508;74672400;-16,64060;-49,23995;c(-49.20508, -16.59379);340;203B;c(-49.23995, -16.6406);228;144B
74783055;-16,65153;-49,17381;74815780;-16,71672;-49,23728;c(-49.17381, -16.65153);234;154B;c(-49.23728, -16.71672);246;38
74371375;-16,72897;-49,34771;74670300;-16,64477;-49,24543;c(-49.34771, -16.72897);124;163;c(-49.24543, -16.64477);228;144B
74494470;-16,69108;-49,40180;74080300;-16,68949;-49,26065;c(-49.4018, -16.69108);107;171;c(-49.26065, -16.68949);310;9
74330010;-16,72281;-49,31836;74080150;-16,68573;-49,25989;c(-49.31836, -16.72281);155;108;c(-49.25989, -16.68573);305;16
74475359;-16,59598;-49,31105;74045020;-16,67076;-49,26361;c(-49.31105, -16.59598);211;188B;c(-49.26361, -16.67076);319;23
74650330;-16,65818;-49,24053;74672360;-16,63397;-49,23489;c(-49.24053, -16.65818);286;77;c(-49.23489, -16.63397);228;144B
74591041;-16,61601;-49,28423;74230100;-16,71465;-49,27087;c(-49.28423, -16.61601);74;191;c(-49.27087, -16.71465);275;58
74493210;-16,66074;-49,38133;74115040;-16,68654;-49,26452;c(-49.38133, -16.66074);148;177;c(-49.26452, -16.68654);305;16
74055120;-16,66993;-49,26051;74543100;-16,67461;-49,28422;c(-49.26051, -16.66993);319;23;c(-49.28422, -16.67461);81;63
74593040;-16,61670;-49,29699;74603240;-16,68455;-49,23767;c(-49.29699, -16.6167);74;191;c(-49.23767, -16.68455);289;33
74593040;-16,61670;-49,29699;74603240;-16,68455;-49,23767;c(-49.29699, -16.6167);74;191;c(-49.23767, -16.68455);289;33
74477384;-16,58100;-49,33787;74583255;-16,64422;-49,30619;c(-49.33787, -16.581);198;186;c(-49.30619, -16.64422);112;131B
74110070;-16,67949;-49,27249;74093210;-16,69778;-49,26010;c(-49.27249, -16.67949);299;18;c(-49.2601, -16.69778);303;14
74740110;-16,68924;-49,20427;74730450;-16,69371;-49,21065;c(-49.20427, -16.68924);252;89;c(-49.21065, -16.69371);252;89
74786006;-16,65578;-49,18671;74690900;-16,61139;-49,26831;c(-49.18671, -16.65578);239;154A;c(-49.26831, -16.61139);349;193A
74650130;-16,65500;-49,24610;74605120;-16,68625;-49,24971;c(-49.2461, -16.655);286;77;c(-49.24971, -16.68625);290;8
74491045;-16,69902;-49,40892;74530020;-16,68708;-49,29332;c(-49.40892, -16.69902);107;171;c(-49.29332, -16.68708);185;121
74483040;-16,69088;-49,36091;74110010;-16,67891;-49,27938;c(-49.36091, -16.69088);136;169;c(-49.27938, -16.67891);81;63
74475301;-16,58960;-49,31929;74474317;-16,60540;-49,31638;c(-49.31929, -16.5896);199;188A;c(-49.31638, -16.6054);211;188B
74470130;-16,64212;-49,34926;74465440;-16,64576;-49,32912;c(-49.34926, -16.64212);114;181A;c(-49.32912, -16.64576);110;133
74355130;-16,76824;-49,36683;74853310;-16,72940;-49,24695;c(-49.36683, -16.76824);144;158B;c(-49.24695, -16.7294);268;45
74250260;-16,72298;-49,29280;74533150;-16,68683;-49,28546;c(-49.2928, -16.72298);163;60;c(-49.28546, -16.68683);83;51
74393415;-16,73418;-49,36724;74840750;-16,72923;-49,29129;c(-49.36724, -16.73418);142;164A;c(-49.29129, -16.72923);76;100
74495022;-16,68592;-49,39769;74483680;-16,69667;-49,36155;c(-49.39769, -16.68592);107;171;c(-49.36155, -16.69667);135;166
74565580;-16,63959;-49,27882;74575080;-16,64525;-49,28408;c(-49.27882, -16.63959);235;139;c(-49.28408, -16.64525);85;138
74356044;-16,79393;-49,37808;74653230;-16,65691;-49,24768;c(-49.37808, -16.79393);13;158A;c(-49.24768, -16.65691);286;77
74660300;-16,65142;-49,25963;74563220;-16,65271;-49,26611;c(-49.25963, -16.65142);232;75;c(-49.26611, -16.65271);230;74
74705160;-16,67469;-49,22461;74705130;-16,67653;-49,22262;c(-49.22461, -16.67469);263;84;c(-49.22262, -16.67653);263;84
74480711;-16,60673;-49,33901;74250010;-16,72184;-49,28526;c(-49.33901, -16.60673);209;187;c(-49.28526, -16.72184);163;60
74845190;-16,72335;-49,24404;74280365;-16,71849;-49,27542;c(-49.24404, -16.72335);280;39;c(-49.27542, -16.71849);275;58
74120040;-16,69069;-49,26419;74215170;-16,70663;-49,27231;c(-49.26419, -16.69069);305;16;c(-49.27231, -16.70663);306;50
74663280;-16,62412;-49,25719;74853320;-16,73093;-49,24564;c(-49.25719, -16.62412);352;193C;c(-49.24564, -16.73093);268;45
74590770;-16,62208;-49,29591;74690900;-16,61139;-49,26831;c(-49.29591, -16.62208);74;191;c(-49.26831, -16.61139);349;193A
74650320;-16,65239;-49,24275;74810070;-16,70732;-49,23608;c(-49.24275, -16.65239);286;77;c(-49.23608, -16.70732);322;36
74890721;-16,74301;-49,18678;74425240;-16,67762;-49,31114;c(-49.18678, -16.74301);330;96A;c(-49.31114, -16.67762);174;119
74275020;-16,71904;-49,28519;74290190;-16,71111;-49,27640;c(-49.28519, -16.71904);77;59;c(-49.2764, -16.71111);260;57
74594020;-16,62464;-49,31253;74445190;-16,65211;-49,31761;c(-49.31253, -16.62464);208;190;c(-49.31761, -16.65211);112;131B
74223230;-16,70568;-49,27080;74683591;-16,61254;-49,21611;c(-49.2708, -16.70568);306;50;c(-49.21611, -16.61254);339;148B
74805420;-16,69096;-49,23634;74310270;-16,70122;-49,30112;c(-49.23634, -16.69096);323;34;c(-49.30112, -16.70122);125;112
74683660;-16,60973;-49,21745;74675830;-16,62567;-49,22551;c(-49.21745, -16.60973);339;148B;c(-49.22551, -16.62567);341;149C
74230050;-16,71975;-49,26920;74884554;-16,70996;-49,22078;c(-49.2692, -16.71975);272;48;c(-49.22078, -16.70996);258;90B
74563120;-16,64973;-49,27047;74660410;-16,64461;-49,26228;c(-49.27047, -16.64973);230;74;c(-49.26228, -16.64461);232;75
74683660;-16,60973;-49,21745;74675830;-16,62567;-49,22551;c(-49.21745, -16.60973);339;148B;c(-49.22551, -16.62567);341;149C
74740570;-16,69425;-49,20605;74884900;-16,70300;-49,22721;c(-49.20605, -16.69425);252;89;c(-49.22721, -16.703);325;90C
74815710;-16,71473;-49,23950;74080010;-16,69052;-49,26215;c(-49.2395, -16.71473);246;38;c(-49.26215, -16.69052);310;9
74085335;-16,69830;-49,24843;74884900;-16,70300;-49,22721;c(-49.24843, -16.6983);281;11;c(-49.22721, -16.703);325;90C
74393587;-16,72843;-49,37232;74423100;-16,68692;-49,31331;c(-49.37232, -16.72843);132;164B;c(-49.31331, -16.68692);174;119
74810210;-16,70372;-49,24387;74063920;-16,66119;-49,25861;c(-49.24387, -16.70372);282;40;c(-49.25861, -16.66119);312;27B
74575310;-16,65329;-49,28861;74115050;-16,68774;-49,27749;c(-49.28861, -16.65329);85;138;c(-49.27749, -16.68774);308;19
74365520;-16,72366;-49,31898;74363780;-16,72448;-49,32033;c(-49.31898, -16.72366);155;108;c(-49.32033, -16.72448);155;108
74030010;-16,67975;-49,25451;74805105;-16,68955;-49,24447;c(-49.25451, -16.67975);296;6;c(-49.24447, -16.68955);283;10
74483113;-16,68337;-49,35224;74425030;-16,68421;-49,31042;c(-49.35224, -16.68337);136;169;c(-49.31042, -16.68421);182;120
74675040;-16,62525;-49,21261;74020010;-16,67355;-49,26372;c(-49.21261, -16.62525);341;149C;c(-49.26372, -16.67355);317;4
74835290;-16,72828;-49,26993;74884900;-16,70300;-49,22721;c(-49.26993, -16.72828);274;97;c(-49.22721, -16.703);325;90C
