CEP;LAT;LOG
74484120;-16,70275;-49,35202
74484130;-16,70101;-49,35139
74484140;-16,70295;-49,35180
74484145;-16,70323;-49,35118
74484150;-16,70246;-49,35921
74484153;-16,70121;-49,35341
74484155;-16,70163;-49,35920
74484157;-16,70312;-49,35945
74484160;-16,70098;-49,35909
74484180;-16,70554;-49,35837
74484190;-16,70208;-49,35633
74484195;-16,70214;-49,35573
74484199;-16,70220;-49,35536
74484205;-16,70297;-49,35951
74484210;-16,70184;-49,35854
74484212;-16,69948;-49,35884
74484220;-16,70250;-49,35931
74484225;-16,70368;-49,35691
74484230;-16,70323;-49,35969
74484240;-16,70347;-49,35566
74484241;-16,70124;-49,35709
74484243;-16,70354;-49,35655
74484245;-16,70332;-49,35722
74484247;-16,70312;-49,35861
74484250;-16,70370;-49,35539
74484255;-16,70229;-49,35957
74484270;-16,70412;-49,35207
74484275;-16,70349;-49,35448
74484280;-16,70475;-49,35232
74484290;-16,70535;-49,35234
74484300;-16,70729;-49,35289
74484302;-16,70727;-49,35328
74484304;-16,70703;-49,35395
74484306;-16,70687;-49,35465
74484308;-16,70348;-49,35467
74484310;-16,70718;-49,35503
74484320;-16,70678;-49,35537
74484330;-16,70495;-49,35505
74484340;-16,70601;-49,35510
74484350;-16,70573;-49,35773
74484352;-16,70597;-49,35815
74484354;-16,70656;-49,35751
74484360;-16,70512;-49,35804
74484362;-16,70681;-49,35729
74484364;-16,70726;-49,35675
74484370;-16,70523;-49,35788
74484372;-16,70460;-49,35921
74484373;-16,70421;-49,35861
74484375;-16,70359;-49,35863
74484377;-16,70469;-49,35900
74484379;-16,70584;-49,35911
74484380;-16,70456;-49,35717
74484390;-16,70403;-49,35696
74484400;-16,69430;-49,35828
74484401;-16,69399;-49,35140
74484402;-16,69539;-49,35665
74484404;-16,69452;-49,35607
74484406;-16,69482;-49,35519
74484407;-16,69325;-49,34787
74484408;-16,69566;-49,35352
74484409;-16,69487;-49,35326
74484410;-16,69547;-49,35508
74484411;-16,69559;-49,34768
74484412;-16,69751;-49,35197
74484413;-16,69540;-49,35128
74484414;-16,69606;-49,35545
74484415;-16,70002;-49,34962
74484416;-16,69635;-49,35322
74484417;-16,69584;-49,35046
74484418;-16,69950;-49,35246
74484419;-16,69825;-49,35020
74484420;-16,70176;-49,35845
74484421;-16,69888;-49,34945
74484422;-16,69990;-49,35833
74484423;-16,69608;-49,35007
74484426;-16,69750;-49,35159
74484427;-16,69883;-49,34978
74484428;-16,69529;-49,35821
74484430;-16,69767;-49,35105
74484431;-16,70126;-49,34673
74484432;-16,70118;-49,34863
74484433;-16,70141;-49,34855
74484434;-16,70158;-49,34535
74484435;-16,70195;-49,34485
74484436;-16,70188;-49,34457
74484437;-16,70046;-49,34328
74484440;-16,70032;-49,34462
74484441;-16,70084;-49,34509
74484442;-16,70050;-49,34518
74484444;-16,69901;-49,35026
74484445;-16,69466;-49,35842
74484450;-16,69608;-49,34757
74484500;-16,71616;-49,38371
74484515;-16,71570;-49,38663
74484528;-16,69773;-49,36608
74484601;-16,70323;-49,36517
74484602;-16,70222;-49,36686
74484606;-16,70282;-49,36652
74484607;-16,70351;-49,36671
74484608;-16,70126;-49,36685
74484609;-16,70089;-49,36693
74484610;-16,70306;-49,36452
74484613;-16,70156;-49,36693
74484615;-16,70191;-49,36447
74484617;-16,70073;-49,36414
74484620;-16,70405;-49,35983
74484622;-16,70465;-49,36054
74484624;-16,70572;-49,36083
74484628;-16,70973;-49,36173
74484630;-16,71000;-49,36101
74484632;-16,70700;-49,36114
74484634;-16,70782;-49,36044
74484636;-16,70870;-49,36086
74484640;-16,70946;-49,36148
74484642;-16,71018;-49,36177
74484644;-16,70876;-49,35359
74484645;-16,71214;-49,36765
74484646;-16,71056;-49,36435
74484648;-16,70976;-49,36750
74484649;-16,70762;-49,38271
74484651;-16,70375;-49,38396
74484653;-16,70599;-49,38135
74484655;-16,70413;-49,38356
74484659;-16,70510;-49,38232
74484661;-16,70287;-49,38337
74484663;-16,70430;-49,38259
74484665;-16,70688;-49,38043
74484667;-16,70737;-49,38049
74484669;-16,70336;-49,38436
74484671;-16,70775;-49,38007
74484673;-16,70466;-49,38376
74484675;-16,70639;-49,38097
74484700;-16,70682;-49,37368
74484701;-16,70835;-49,37279
74484702;-16,70791;-49,37297
74484703;-16,70751;-49,37318
74484704;-16,70851;-49,37253
74484705;-16,70764;-49,37406
74484706;-16,70613;-49,37399
74484707;-16,70630;-49,37106
74484708;-16,70605;-49,37120
74484710;-16,70757;-49,37257
74484711;-16,70744;-49,37245
74484713;-16,70708;-49,37212
74484714;-16,70672;-49,37180
74484716;-16,70476;-49,37125
74484718;-16,70462;-49,37014
74484724;-16,70150;-49,36726
74484725;-16,70739;-49,37849
74484726;-16,70775;-49,37993
74484728;-16,70569;-49,37977
74484730;-16,70558;-49,38012
74484732;-16,70519;-49,38021
74484734;-16,70759;-49,37881
74484738;-16,70711;-49,37903
74484740;-16,70776;-49,37864
74484742;-16,70701;-49,37937
74484744;-16,70661;-49,37946
74485005;-16,69124;-49,33646
74485020;-16,68675;-49,33181
74485030;-16,68832;-49,33316
74485035;-16,68076;-49,33266
74485040;-16,68925;-49,33443
74485050;-16,68554;-49,33083
74485055;-16,68812;-49,32862
74485060;-16,69118;-49,33746
74485070;-16,69131;-49,33813
74485080;-16,69128;-49,33879
74485090;-16,69125;-49,33950
74485100;-16,69123;-49,34103
74485110;-16,69135;-49,33972
74485130;-16,69029;-49,33697
74485140;-16,69086;-49,33664
74485150;-16,69034;-49,33981
74485170;-16,68808;-49,33065
74485180;-16,68691;-49,33339
74485200;-16,68851;-49,33623
74485210;-16,68912;-49,33750
74485215;-16,69134;-49,33808
74485220;-16,68756;-49,33460
74485240;-16,68675;-49,33280
74485245;-16,68812;-49,32834
74485250;-16,68819;-49,33566
74485260;-16,68573;-49,33100
74485270;-16,68793;-49,32906
74485280;-16,68990;-49,33644
74485290;-16,68524;-49,33157
74485310;-16,68089;-49,33297
74485315;-16,68165;-49,33284
74485320;-16,68882;-49,33785
74485330;-16,68195;-49,33277
74485335;-16,68265;-49,33229
74485337;-16,68332;-49,33224
74485340;-16,68790;-49,33002
74485350;-16,68015;-49,33280
74485365;-16,69079;-49,33741
74485370;-16,68810;-49,33827
74485381;-16,68508;-49,32797
74485383;-16,68426;-49,32785
74485385;-16,68349;-49,32760
74485387;-16,68272;-49,32753
74485390;-16,68228;-49,32750
74485402;-16,68504;-49,32503
74485408;-16,68437;-49,32513
74485410;-16,68647;-49,32814
74485415;-16,68660;-49,32794
74485430;-16,68579;-49,32786
74485433;-16,68626;-49,32773
74485440;-16,68664;-49,32718
74485450;-16,68559;-49,32718
74485455;-16,68837;-49,32761
74485460;-16,68450;-49,32369
74485470;-16,68546;-49,32454
74485490;-16,68643;-49,32659
74485492;-16,68623;-49,32687
74485495;-16,68155;-49,32730
74485510;-16,68709;-49,32588
74485520;-16,68626;-49,32549
74485530;-16,68655;-49,33757
74485540;-16,68741;-49,33823
74485550;-16,68522;-49,33560
74485555;-16,68843;-49,33905
74485560;-16,68777;-49,33940
74485565;-16,68820;-49,33997
74485570;-16,68305;-49,33410
74485575;-16,68371;-49,33406
74485580;-16,68728;-49,33990
74485590;-16,68423;-49,33362
74485595;-16,68442;-49,33286
74485600;-16,68480;-49,33422
74485605;-16,68609;-49,33455
74485610;-16,68733;-49,33893
74485615;-16,68647;-49,33636
74485620;-16,68598;-49,33861
74485630;-16,68616;-49,33691
74485661;-16,68410;-49,33491
74485667;-16,68547;-49,33872
74485671;-16,68209;-49,33546
74485680;-16,64951;-49,38870
74485681;-16,63699;-49,38794
74485690;-16,65116;-49,38815
74485691;-16,63433;-49,38179
74485692;-16,63702;-49,38775
74485694;-16,63623;-49,38579
74485695;-16,63665;-49,38637
74485696;-16,63432;-49,38321
74485700;-16,64983;-49,38690
74485710;-16,64903;-49,38743
74485720;-16,64860;-49,38789
74485730;-16,64752;-49,38877
74485740;-16,64802;-49,38836
74485750;-16,64828;-49,38794
74485760;-16,64553;-49,38723
74485761;-16,64500;-49,38562
74485762;-16,64267;-49,38547
74485763;-16,64471;-49,38447
74485764;-16,64450;-49,38634
74485765;-16,64157;-49,38389
74485766;-16,64125;-49,38196
74485767;-16,64511;-49,38553
74485768;-16,64540;-49,38654
74485769;-16,64474;-49,38631
74485770;-16,64430;-49,38640
74485771;-16,64241;-49,38665
74485773;-16,64210;-49,38680
74485774;-16,64148;-49,38686
74485775;-16,64169;-49,38364
74485776;-16,64133;-49,38381
74485800;-16,64398;-49,39130
74485801;-16,64707;-49,39776
74485803;-16,64411;-49,39225
74485804;-16,64416;-49,39347
74485805;-16,64445;-49,39738
74485806;-16,64302;-49,39382
74485807;-16,64331;-49,39185
74485808;-16,64582;-49,39487
74485809;-16,64617;-49,39002
74485810;-16,64453;-49,39253
74485812;-16,64671;-49,39781
74485850;-16,68941;-49,34066
74485851;-16,68960;-49,34039
74485852;-16,68966;-49,33998
74485854;-16,68970;-49,33936
74485855;-16,68857;-49,34001
74485856;-16,68960;-49,33854
74485857;-16,68980;-49,34077
74485858;-16,68875;-49,34030
74485859;-16,68918;-49,33989
74485860;-16,68978;-49,33902
74486000;-16,68300;-49,32920
74486005;-16,68285;-49,33210
74486010;-16,68211;-49,32974
74486015;-16,68148;-49,33057
74486020;-16,68124;-49,33114
74486025;-16,68057;-49,33299
74486030;-16,68018;-49,33306
74486035;-16,67937;-49,33260
74486040;-16,67886;-49,33347
74486045;-16,68076;-49,33296
74486050;-16,68113;-49,33160
74486052;-16,67837;-49,33372
74486055;-16,68251;-49,32808
74486100;-16,68728;-49,32795
74486105;-16,68781;-49,32770
74486110;-16,68837;-49,32785
74486115;-16,68946;-49,32739
74486120;-16,68703;-49,32389
74486130;-16,68849;-49,32535
74486140;-16,68675;-49,32821
74486150;-16,68756;-49,32779
74486200;-16,68304;-49,32615
74486205;-16,68261;-49,32590
74486210;-16,68247;-49,32537
74486215;-16,68294;-49,32595
74486220;-16,68161;-49,32626
74486225;-16,68119;-49,32560
74486300;-16,70768;-49,35592
74486310;-16,70790;-49,35608
74486330;-16,70788;-49,35387
74486340;-16,70793;-49,35310
74486350;-16,70577;-49,35882
74486370;-16,70530;-49,35944
74486380;-16,70588;-49,35947
74486400;-16,67771;-49,33106
74486405;-16,67869;-49,33133
74486410;-16,67725;-49,33051
74486420;-16,67906;-49,33150
74486425;-16,67819;-49,33073
74486430;-16,67894;-49,33042
74486431;-16,67681;-49,33154
74486470;-16,68053;-49,33211
74486689;-16,63582;-49,38462
74487000;-16,70713;-49,37600
74487005;-16,70700;-49,37617
74487010;-16,70527;-49,37482
74487015;-16,70243;-49,37154
74487025;-16,70206;-49,37192
74487040;-16,70175;-49,37233
74487050;-16,70140;-49,37273
74487055;-16,70117;-49,37312
74487060;-16,70049;-49,37292
74487065;-16,70376;-49,37589
74487075;-16,70244;-49,37825
74487090;-16,70563;-49,37767
74487095;-16,70594;-49,37800
74487100;-16,70605;-49,37679
74487105;-16,70663;-49,37832
74487110;-16,70674;-49,37846
74487115;-16,70494;-49,37751
74487120;-16,70443;-49,37703
74487125;-16,70432;-49,37513
74487130;-16,70401;-49,37476
74487135;-16,70430;-49,37265
74487140;-16,70370;-49,37437
74487145;-16,70323;-49,37419
74487150;-16,70308;-49,37325
74487155;-16,70290;-49,37278
74487160;-16,70279;-49,37329
74487165;-16,69989;-49,37197
74487170;-16,70157;-49,37109
74487175;-16,70068;-49,37556
74487180;-16,70050;-49,37611
74487185;-16,69862;-49,37394
74487190;-16,69842;-49,37412
74487200;-16,70016;-49,37670
74487205;-16,69881;-49,37570
74487210;-16,70193;-49,37606
74487215;-16,70062;-49,37611
74490100;-16,70306;-49,40355
74490110;-16,69855;-49,40271
74490120;-16,69673;-49,40240
74490130;-16,69752;-49,40117
74490140;-16,70258;-49,40467
74490150;-16,70229;-49,40590
74490160;-16,70042;-49,41020
74490170;-16,69180;-49,40582
74490180;-16,69944;-49,39976
74490190;-16,69375;-49,40719
74490200;-16,69532;-49,40788
74490207;-16,69402;-49,40803
74490209;-16,69411;-49,41417
74490210;-16,69407;-49,40846
74490211;-16,69273;-49,40793
74490213;-16,69404;-49,41016
74490214;-16,69322;-49,40852
74490215;-16,69385;-49,41038
74490216;-16,68855;-49,40948
74490217;-16,69356;-49,41096
74490220;-16,65912;-49,39601
74490221;-16,69309;-49,41153
74490223;-16,69010;-49,40972
74490225;-16,67750;-49,37945
74490227;-16,68966;-49,40957
74490229;-16,69283;-49,41211
74490231;-16,69311;-49,41159
74490233;-16,69245;-49,41271
74490234;-16,69215;-49,41338
74490235;-16,66228;-49,38751
74490236;-16,69187;-49,41395
74490237;-16,69144;-49,41411
74490241;-16,68894;-49,41089
74490245;-16,69047;-49,40618
74490247;-16,69016;-49,40925
74490249;-16,69001;-49,40735
74490251;-16,68966;-49,40792
74490253;-16,68930;-49,40849
74490255;-16,69376;-49,40906
74490257;-16,68849;-49,40963
74490259;-16,68812;-49,41020
74490262;-16,68739;-49,41094
74490265;-16,68785;-49,41071
74490267;-16,68624;-49,40865
74490269;-16,68551;-49,40833
74490271;-16,68593;-49,40783
74490273;-16,68644;-49,40757
74490275;-16,68670;-49,40641
74490277;-16,68536;-49,40615
74490279;-16,68791;-49,40536
74490281;-16,68837;-49,40502
74490283;-16,68655;-49,40775
74490285;-16,68592;-49,40747
74490287;-16,68564;-49,40477
74490289;-16,68526;-49,40424
74490291;-16,68457;-49,40521
74490293;-16,68385;-49,40638
74490295;-16,68346;-49,40691
74490297;-16,68338;-49,40694
74490300;-16,66552;-49,39193
74490858;-16,70103;-49,41474
74491000;-16,69591;-49,40830
74491005;-16,69817;-49,40929
74491010;-16,69838;-49,40809
74491015;-16,69916;-49,41023
74491020;-16,69911;-49,40851
74491025;-16,69830;-49,40665
74491035;-16,69785;-49,40700
74491040;-16,69888;-49,40813
74491045;-16,69902;-49,40892
74491050;-16,69890;-49,40947
74491055;-16,69860;-49,40993
74491069;-16,69916;-49,41013
74491070;-16,68725;-49,41131
74491075;-16,68712;-49,41184
74491080;-16,68676;-49,41204
74491090;-16,68591;-49,41039
74491100;-16,67921;-49,39164
74491105;-16,67915;-49,39232
74491110;-16,67789;-49,39347
74491115;-16,67941;-49,39468
74491120;-16,67926;-49,39495
74491125;-16,67942;-49,39504
74491130;-16,67906;-49,39414
74491135;-16,67840;-49,39480
74491140;-16,67771;-49,39472
74491145;-16,67736;-49,39467
74491150;-16,66819;-49,42001
74491155;-16,66800;-49,41995
74491160;-16,66761;-49,41978
74491163;-16,66678;-49,41709
74491165;-16,66681;-49,41812
74491175;-16,66603;-49,41944
74491180;-16,66559;-49,41938
74491185;-16,66513;-49,41921
74491190;-16,66485;-49,41853
74491195;-16,66306;-49,41913
74491215;-16,66638;-49,41605
74491220;-16,66843;-49,41638
74491225;-16,66845;-49,41613
74491230;-16,66895;-49,42423
74491235;-16,66919;-49,42444
74491240;-16,66954;-49,42010
74491250;-16,66995;-49,42060
74491255;-16,67081;-49,42571
74491260;-16,67097;-49,42574
74491265;-16,66772;-49,42556
74491270;-16,66781;-49,42532
74491275;-16,66787;-49,42477
74491280;-16,66803;-49,42388
74491285;-16,66809;-49,42366
74491290;-16,66820;-49,42312
74491295;-16,66831;-49,42258
74491300;-16,66844;-49,42202
74491305;-16,66859;-49,42150
74491310;-16,66866;-49,42098
74491335;-16,67034;-49,41770
74491339;-16,67048;-49,41751
74491350;-16,66590;-49,42838
74491355;-16,66568;-49,42825
74491360;-16,66519;-49,42321
74491365;-16,66368;-49,42299
74491370;-16,66340;-49,42348
74491375;-16,66287;-49,42341
74491380;-16,66179;-49,42314
74491385;-16,66063;-49,42474
74491390;-16,66039;-49,42457
74491395;-16,65980;-49,42412
74491400;-16,65912;-49,42239
74491405;-16,65832;-49,42304
74491410;-16,66209;-49,42795
74491415;-16,66222;-49,42765
74491430;-16,66378;-49,42400
74491435;-16,66387;-49,42374
74491440;-16,66156;-49,42224
74491445;-16,66356;-49,42227
74491450;-16,65874;-49,42146
74491460;-16,66105;-49,42126
74491465;-16,66479;-49,42012
74491469;-16,66489;-49,41994
74491471;-16,67451;-49,41711
74491472;-16,67429;-49,41702
74491473;-16,67383;-49,41661
74491474;-16,67310;-49,41486
74491475;-16,67294;-49,41519
74491476;-16,67251;-49,41599
74491477;-16,67206;-49,41587
74491478;-16,67164;-49,41556
74491479;-16,67483;-49,41442
74491480;-16,67472;-49,41463
74491483;-16,67114;-49,41629
74491484;-16,67165;-49,41732
74491485;-16,67090;-49,41712
74491491;-16,66920;-49,43493
74491492;-16,66895;-49,43414
74491493;-16,66851;-49,43473
74491495;-16,66821;-49,43417
74491496;-16,66783;-49,43379
74491497;-16,66745;-49,43336
74491498;-16,66710;-49,43295
74491501;-16,66618;-49,42682
74491502;-16,66600;-49,42674
74491503;-16,66488;-49,42914
74491504;-16,66464;-49,42888
74491505;-16,66762;-49,42613
74491506;-16,66762;-49,42674
74491508;-16,66757;-49,42731
74491509;-16,66565;-49,42634
74491510;-16,66753;-49,42764
74491511;-16,66688;-49,42814
74491512;-16,66739;-49,42902
74491513;-16,66738;-49,42952
74491514;-16,66710;-49,42999
74491515;-16,66684;-49,43018
74491516;-16,66668;-49,43236
74491517;-16,66653;-49,43272
74491518;-16,66785;-49,43502
74491531;-16,67619;-49,42770
74491532;-16,67587;-49,42712
74491535;-16,67230;-49,42407
74491536;-16,67310;-49,42594
74491538;-16,67348;-49,42151
74491539;-16,67362;-49,42218
74491540;-16,67374;-49,42281
74491541;-16,67386;-49,42417
74491543;-16,67449;-49,42481
74491544;-16,67469;-49,42619
74491545;-16,67495;-49,42581
74491546;-16,67495;-49,42662
74491547;-16,67493;-49,42728
74491561;-16,67704;-49,43344
74491562;-16,67664;-49,43278
74491566;-16,67450;-49,42948
74491567;-16,67382;-49,42948
74491570;-16,67404;-49,43284
74491571;-16,67341;-49,43287
74491572;-16,67459;-49,43111
74491573;-16,67456;-49,42869
74491575;-16,67509;-49,42954
74491576;-16,67457;-49,43030
74491577;-16,67470;-49,43092
74491578;-16,67526;-49,43217
74491579;-16,67510;-49,43280
74491580;-16,67522;-49,43344
74491601;-16,67889;-49,44187
74491602;-16,67854;-49,44101
74491603;-16,67729;-49,43934
74491604;-16,67702;-49,43755
74491605;-16,67611;-49,43771
74491606;-16,67613;-49,43509
74491607;-16,67550;-49,43780
74491609;-16,67490;-49,43791
74491611;-16,67342;-49,43884
74491612;-16,67672;-49,44120
74491613;-16,67363;-49,44221
74491615;-16,67682;-49,44362
74491617;-16,67412;-49,43855
74491618;-16,67351;-49,43802
74491619;-16,67533;-49,43411
74491620;-16,67507;-49,43476
74491621;-16,67501;-49,43539
74491622;-16,67604;-49,43599
74491623;-16,67621;-49,43668
74491624;-16,67430;-49,43802
74491626;-16,67721;-49,43943
74491627;-16,67615;-49,44067
74491628;-16,67633;-49,44005
74491629;-16,67672;-49,44058
74491630;-16,67676;-49,44181
74491641;-16,67975;-49,42861
74491642;-16,67824;-49,42748
74491644;-16,67701;-49,42748
74491645;-16,67890;-49,42702
74491646;-16,67961;-49,42658
74491647;-16,67977;-49,42598
74491648;-16,67992;-49,42537
74491650;-16,68163;-49,42767
74491651;-16,68052;-49,42395
74491653;-16,68008;-49,42322
74491656;-16,67974;-49,42433
74491657;-16,67890;-49,42405
74491658;-16,67838;-49,42274
74491659;-16,67978;-49,42075
74491660;-16,67784;-49,42214
74491661;-16,67746;-49,42145
74491662;-16,67724;-49,42079
74491663;-16,67700;-49,42022
74491664;-16,67639;-49,41980
74491666;-16,67653;-49,41907
74491668;-16,67590;-49,41692
74491670;-16,68082;-49,42102
74491672;-16,68044;-49,42151
74491673;-16,68054;-49,42256
74491674;-16,67643;-49,41839
74491675;-16,67681;-49,42768
74491681;-16,68101;-49,43273
74491683;-16,67947;-49,43210
74491684;-16,67818;-49,43275
74491685;-16,68023;-49,43334
74491686;-16,67942;-49,42936
74491687;-16,67815;-49,42964
74491689;-16,67945;-49,43147
74491690;-16,67831;-49,43209
74491691;-16,67905;-49,43272
74491692;-16,67917;-49,43336
74491701;-16,68242;-49,44095
74491702;-16,68053;-49,43573
74491705;-16,67990;-49,44195
74491706;-16,67946;-49,44187
74491707;-16,67933;-49,43404
74491709;-16,67955;-49,43468
74491710;-16,68043;-49,43658
74491711;-16,68067;-49,43721
74491712;-16,68084;-49,43784
74491713;-16,68093;-49,43847
74491714;-16,68096;-49,43909
74491715;-16,68094;-49,43972
74491716;-16,68128;-49,44035
74491717;-16,68122;-49,44098
74491719;-16,68111;-49,44167
74491731;-16,68697;-49,44246
74491733;-16,68636;-49,44245
74491734;-16,68531;-49,44197
74491735;-16,68440;-49,44145
74491736;-16,68382;-49,44100
74491737;-16,68321;-49,44098
74491741;-16,68531;-49,44263
74491750;-16,66439;-49,41844
74491756;-16,66398;-49,41867
74491758;-16,66281;-49,41563
74491760;-16,66265;-49,41622
74491762;-16,66206;-49,41982
74491764;-16,66164;-49,41597
74491766;-16,66423;-49,41444
74491768;-16,66196;-49,41772
74491770;-16,66357;-49,41470
74491772;-16,66111;-49,41784
74491774;-16,65747;-49,41681
74491776;-16,66052;-49,41796
74491778;-16,65992;-49,41801
74491780;-16,66210;-49,41909
74491782;-16,65953;-49,41767
74491784;-16,65946;-49,41820
74491788;-16,66204;-49,41962
74491794;-16,65738;-49,41852
74491800;-16,66887;-49,41562
74491805;-16,66908;-49,41549
74491807;-16,66917;-49,41457
74491809;-16,66932;-49,41408
74491814;-16,67001;-49,41267
74491819;-16,66962;-49,41223
74491821;-16,67040;-49,41178
74491823;-16,66938;-49,40976
74491826;-16,66846;-49,40917
74491830;-16,67146;-49,41050
74491833;-16,67325;-49,41518
74491836;-16,67302;-49,41503
74491838;-16,67156;-49,41028
74491844;-16,67209;-49,40900
74491848;-16,67219;-49,40877
74491850;-16,67258;-49,40783
74491856;-16,66933;-49,41283
74491859;-16,66903;-49,41252
74491921;-16,65873;-49,41824
74491970;-16,65818;-49,41845
74492000;-16,68371;-49,34637
74492005;-16,68231;-49,34613
74492010;-16,68133;-49,34504
74492015;-16,68329;-49,34361
74492020;-16,68374;-49,34618
74492025;-16,68356;-49,34624
74492030;-16,68308;-49,34624
74492035;-16,68260;-49,34621
74492040;-16,68213;-49,34480
74492045;-16,68174;-49,34632
74492050;-16,68167;-49,34473
74492055;-16,68156;-49,34630
74492060;-16,68155;-49,34474
74492065;-16,68103;-49,34626
74492070;-16,68110;-49,34470
74492080;-16,68016;-49,34623
74492085;-16,68056;-49,34467
74492090;-16,68013;-49,34464
74492095;-16,67963;-49,34620
74492100;-16,67952;-49,34618
74492105;-16,67863;-49,34615
74492110;-16,67867;-49,34597
74492120;-16,67714;-49,37316
74492125;-16,67966;-49,37240
74492130;-16,67866;-49,37218
74492135;-16,67851;-49,37320
74492140;-16,68100;-49,37484
74492145;-16,67635;-49,37180
74492150;-16,67849;-49,37386
74492155;-16,68064;-49,37502
74492160;-16,67599;-49,37329
74492165;-16,68002;-49,37406
74492170;-16,68053;-49,37400
74492175;-16,68115;-49,37432
74492180;-16,68140;-49,37533
74492185;-16,67917;-49,37427
74492200;-16,68127;-49,37271
74492205;-16,67804;-49,37313
74492210;-16,67755;-49,37338
74492211;-16,68541;-49,37237
74492215;-16,68514;-49,37154
74492220;-16,68424;-49,37102
74492225;-16,68397;-49,36952
74492230;-16,68506;-49,37260
74492235;-16,68524;-49,37223
74492240;-16,68470;-49,37109
74492245;-16,68528;-49,36966
74492250;-16,68422;-49,36849
74492255;-16,68471;-49,36741
74492260;-16,68451;-49,36669
74492311;-16,68592;-49,36978
74492314;-16,68691;-49,36802
74492317;-16,68666;-49,36975
74492320;-16,68849;-49,36705
74492323;-16,68796;-49,36626
74492326;-16,68864;-49,36598
74492331;-16,68845;-49,36665
74492334;-16,68731;-49,36956
74492338;-16,68773;-49,36934
74492341;-16,68846;-49,36899
74492344;-16,68855;-49,36865
74492347;-16,68900;-49,36885
74492350;-16,68966;-49,36913
74492353;-16,68810;-49,36878
74492356;-16,68757;-49,36846
74492359;-16,68895;-49,36998
74492401;-16,69688;-49,41781
74492403;-16,69794;-49,41607
74492405;-16,69549;-49,41769
74492407;-16,69820;-49,41064
74492409;-16,69516;-49,41569
74492411;-16,69502;-49,41431
74492413;-16,69486;-49,41784
74492415;-16,69752;-49,41192
74492417;-16,69570;-49,41484
74492419;-16,69586;-49,41632
74492421;-16,69778;-49,41151
74492423;-16,69543;-49,41527
74492425;-16,69644;-49,41740
74492427;-16,69674;-49,41312
74492429;-16,69726;-49,41229
74492431;-16,69564;-49,41447
74492433;-16,69662;-49,41725
74492435;-16,69622;-49,41396
74492437;-16,69813;-49,41700
74492439;-16,69597;-49,41761
74492441;-16,69356;-49,41621
74492443;-16,69596;-49,41442
74492445;-16,69700;-49,41271
74492447;-16,69638;-49,41359
74492449;-16,69656;-49,41512
74492451;-16,69805;-49,41109
74492703;-16,68267;-49,33687
74492706;-16,68272;-49,33722
74492709;-16,68092;-49,33704
74493010;-16,66270;-49,38162
74493020;-16,66835;-49,39529
74493030;-16,65748;-49,37924
74493040;-16,66298;-49,38496
74493050;-16,66491;-49,38614
74493060;-16,68616;-49,38790
74493070;-16,66499;-49,39457
74493080;-16,68274;-49,38991
74493100;-16,66260;-49,38622
74493110;-16,66118;-49,38123
74493130;-16,68386;-49,38358
74493140;-16,66561;-49,39160
74493150;-16,66679;-49,39450
74493160;-16,66438;-49,39066
74493170;-16,66950;-49,38500
74493180;-16,65877;-49,39324
74493190;-16,66108;-49,37953
74493191;-16,66160;-49,37913
74493192;-16,66024;-49,37869
74493193;-16,66247;-49,37935
74493194;-16,65799;-49,37826
74493195;-16,66409;-49,37973
74493196;-16,66423;-49,37954
74493197;-16,66197;-49,37922
74493198;-16,66245;-49,37911
74493200;-16,66099;-49,38054
74493202;-16,66334;-49,37955
74493204;-16,66124;-49,37837
74493206;-16,65937;-49,37857
74493208;-16,66098;-49,37831
74493210;-16,66074;-49,38133
74493212;-16,66280;-49,37847
74493214;-16,65870;-49,37837
74493216;-16,66203;-49,37895
74493220;-16,66253;-49,38031
74493230;-16,66231;-49,38145
74493240;-16,66206;-49,38168
74493250;-16,66376;-49,38005
74493260;-16,66480;-49,39044
74493270;-16,66363;-49,38218
74493280;-16,66350;-49,38334
74493290;-16,66087;-49,38369
74493300;-16,66196;-49,38385
74493310;-16,66305;-49,38411
74493320;-16,65959;-49,38728
74493330;-16,66048;-49,38519
74493340;-16,66157;-49,38552
74493350;-16,66267;-49,38586
74493360;-16,66530;-49,38270
74493370;-16,66627;-49,38282
74493375;-16,66690;-49,38303
74493380;-16,66436;-49,38601
74493390;-16,67621;-49,38999
74493393;-16,66627;-49,38585
74493395;-16,66733;-49,38570
74493400;-16,66547;-49,38454
74493420;-16,66010;-49,38775
74493430;-16,66004;-49,38881
74493440;-16,65983;-49,38988
74493450;-16,67540;-49,39166
74493460;-16,66208;-49,38810
74493470;-16,66187;-49,38917
74493480;-16,66166;-49,39021
74493490;-16,66156;-49,39084
74493500;-16,66334;-49,39115
74493505;-16,66438;-49,38980
74493510;-16,66377;-49,39120
74493520;-16,66420;-49,39133
74493530;-16,66537;-49,39510
74493540;-16,65820;-49,39552
74493550;-16,65794;-49,39623
74493560;-16,65643;-49,39628
74493590;-16,65874;-49,37904
74493600;-16,65893;-49,38029
74493610;-16,65883;-49,38120
74493620;-16,65847;-49,38262
74493630;-16,65838;-49,38378
74493640;-16,65776;-49,38461
74493650;-16,65753;-49,38671
74493660;-16,65731;-49,38779
74493670;-16,65716;-49,38889
74493680;-16,65667;-49,38977
74493690;-16,65651;-49,39182
74493700;-16,65628;-49,39290
74493710;-16,65621;-49,39399
74493720;-16,65586;-49,39507
